Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Tenure,URL,Facilities
"RM 191,000","DK Impian, Shah Alam","Service Residence For Sale, listed 19 hours ago",581,2,2,Leasehold,https://www.mudah.my/below-market-dk-lmpian-subang-pelangi-seksyen-u5-shah-alam-110908684.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 265,000","Apartment Sri Hijauan, Ampang","Apartment For Sale, listed 19 hours ago",850,3,2,Leasehold,https://www.mudah.my/rm35k-off-apt-sri-hijauan-genting-view-reno-100-loan-rm1-2k-bln-108597569.htm,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall"
"RM 200,000","Mount Karunmas, Seri Kembangan","Condominium For Sale, listed 19 hours ago","1,050",3,2,Leasehold,https://www.mudah.my/balakong-impian-ehsan-mount-karunmas-condo-1050sf-nearby-jada-hill-110418431.htm,"Parking, Security, Lift, Swimming Pool, Playground"
"RM 338,000","Vista Pinggiran, Seri Kembangan","Apartment For Sale, listed 19 hours ago",860,3,2,Leasehold,https://www.mudah.my/equine-park-vista-pinggiran-condo-3-rooms-renovated-seri-kembangan-110482158.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track"
"RM 190,000","Putra Permai Block C, Seri Kembangan","Apartment For Sale, listed 19 hours ago",890,3,2,Leasehold,https://www.mudah.my/cash-back-100k-putra-permai-block-c-100-loan-equine-park-mcd-109277447.htm,"Parking, Security, Playground"
"RM 315,000","Seri Pinang Apartments @ Setia Alam, Setia Alam","Apartment For Sale, listed 19 hours ago",850,3,2,Freehold,https://www.mudah.my/full-loan-good-condition-block-1-seri-pinang-apartment-setia-alam-111271541.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house"
"RM 230,000","Amazing Heights, Klang","Apartment For Sale, listed 19 hours ago",883,3,2,Freehold,https://www.mudah.my/full-loan-best-buy-amazing-height-apartment-sungai-udang-klang-111271535.htm,"Security, Swimming Pool, Playground, Jogging Track"
"RM 550,000","Cypress Condominium, Kajang","Condominium For Sale, listed 19 hours ago","1,488",6,3,Freehold,https://www.mudah.my/6-bedrooms-cypress-condominium-bandar-sungai-long-cheras-kajang-111126773.htm,"Parking, Security, Swimming Pool, Playground, Barbeque area"
"RM 345,000","Residensi Kajang Utama, Kajang","Apartment For Sale, listed 19 hours ago","1,119",3,2,Freehold,https://www.mudah.my/100-loan-siapreno-corner-residensi-pr1ma-kajang-utama-furnished-condo-110744688.htm,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Jogging Track"
"RM 405,000","Imperial Residence Cheras, Cheras","Condominium For Sale, listed 19 hours ago","1,139",4,2,Freehold,https://www.mudah.my/100-loan-corner-imperial-residence-condo-taman-sri-aman-batu-9-cheras-107356711.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track"
"RM 394,000","Tropicana Metropark - SouthPlace Residences, Subang Jaya","Service Residence For Sale, listed 19 hours ago",500,1,1,Freehold,https://www.mudah.my/tropicanametropark-southplaceresidences-100-full-loan-0-deposit-111271527.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 310,000","Residensi Zamrud, Kajang","Condominium For Sale, listed 19 hours ago","1,023",3,2,Freehold,https://www.mudah.my/100-loan-cashback-corner-lot-residensi-zamrud-siapreno-condo-kajang-2-107915188.htm,"Parking, Security, Lift, Swimming Pool, Gymnasium"
"RM 340,000","Aspire Residence, Cyberjaya","Condominium For Sale, listed 3 days ago",900,3,2,Freehold,https://www.mudah.my/cyberjaya-new-condominium-100-completed-move-in-ready-111036395.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house, Tennis Court"
"RM 670,000","Paisley @ Tropicana Metropark, Subang Jaya, Shah Alam","Service Residence For Sale, listed 2 days ago",972,3,3,Freehold,https://www.mudah.my/cheap-partially-paisley-service-residences-tropicana-usj-shah-alam-111198208.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Jogging Track"
"RM 450,000","Casa Damansara 1, Petaling Jaya","Condominium For Sale, listed 18 hours ago",852,3,2,Freehold,https://www.mudah.my/pj-ss2-casa-damansara-condo-3-bed-2-bath-near-to-mall-mrt-111229947.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track"
"RM 280,000","Putra Laksamana, Batu Caves","Condominium For Sale, listed 19 hours ago",930,3,2,Leasehold,https://www.mudah.my/renovated-low-floor-kitchen-cabinet-pangsapuri-putra-laksamana-111271526.htm,Timeout
"RM 320,000","Residensi Adelia, Kajang","Condominium For Sale, listed 19 hours ago","1,082",3,3,Freehold,https://www.mudah.my/freehold-residensi-adelia-block-e-bangi-avenue-kajang-110831634.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Club house, Squash Court"
"RM 220,000","Taman Sri Murni Fasa 2, Batu Caves","Apartment For Sale, listed 19 hours ago",827,3,2,Leasehold,https://www.mudah.my/big-size-apartment-taman-sri-murni-fasa-2-batu-caves-strata-ready-111271520.htm,"Parking, Security, Lift, Swimming Pool, Playground"
"RM 199,000","Taman Impian Indah Apartment (Balakong), Balakong","Apartment For Sale, listed 19 hours ago",809,3,2,Freehold,https://www.mudah.my/balakong-nearby-amerin-mall-impian-indah-apartment-lower-floor-107435107.htm,"Parking, Minimart"
"RM 188,666","Rumah Pangsa Taman Bakti, Ampang","Flat For Sale, listed 19 hours ago",453,2,1,Leasehold,https://www.mudah.my/ampang-cempaka-taman-bakti-low-cost-flat-2-floor-selangor-110787813.htm,Parking
"RM 210,000","Taman Sri Murni Fasa 2, Batu Caves","Apartment For Sale, listed 19 hours ago",776,3,2,Leasehold,https://www.mudah.my/non-bumi-lot-apartment-taman-sri-murni-fasa-2-batu-caves-111271492.htm,"Parking, Security, Lift, Swimming Pool, Playground, Minimart"
"RM 220,000","Solstice @ Pan'gaea, Cyberjaya","Condominium For Sale, listed 19 hours ago",450,1,1,Freehold,https://www.mudah.my/great-deal-affordable-1br-condo-in-solstice-cyberjaya-for-sale-110686583.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Squash Court"
"RM 210,000","Solstice @ Pan'gaea, Cyberjaya","Condominium For Sale, listed 19 hours ago",450,1,1,Freehold,https://www.mudah.my/perfect-for-own-stay-or-investment-1br-condo-in-solstice-cyberjaya-110686937.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Squash Court"
"RM 840,000","Alami Residensi, Shah Alam","Service Residence For Sale, listed 19 hours ago","1,969",4,4,Leasehold,https://www.mudah.my/beautiful-interior-design-penthouse-top-level-alami-residensi-shah-ala-111232143.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall"
"RM 350,000","Amara Service Residences, Batu Caves","Service Residence For Sale, listed 19 hours ago","1,250",3,2,Freehold,https://www.mudah.my/termurah-renovated-fully-furnish-below-market-value-110204355.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall"
"RM 298,000","Langat Jaya, Cheras","Condominium For Sale, listed 19 hours ago",936,3,2,Freehold,https://www.mudah.my/full-loan-cash-back-cheras-batu-9-hulu-langat-jaya-condo-reno-110174936.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Tennis Court"
"RM 239,000","Cyberjaya, Selangor","Condominium For Sale, listed 19 hours ago",590,2,1,Freehold,https://www.mudah.my/cyberjaya-freehold-2r1b-ready-move-in-free-furnised-beside-mrt-110982615.htm,Timeout
"RM 245,000","Ilham Apartment, Shah Alam","Apartment For Sale, listed 19 hours ago",786,3,2,Leasehold,https://www.mudah.my/termurah-ilham-apartment-ttdi-jaya-shah-alam-111054201.htm,"Parking, Security, Lift, Playground, Sauna, Minimart, Multipurpose hall"
"RM 180,000","Residensi Warnasari 3, Puncak Alam","Apartment For Sale, listed 19 hours ago",721,3,2,Leasehold,https://www.mudah.my/ground-floor-apartment-residensi-warnasari-3-puncak-alam-111054192.htm,"Parking, Security, Playground"
"RM 310,000","Residensi Zamrud @ Kajang, Kajang","Condominium For Sale, listed 20 hours ago","1,023",3,2,Freehold,https://www.mudah.my/rumah-impian-3r2b-residensi-zamrud-kajang-nr-ukm-bangi-sg-tangkas-110687383.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Jogging Track"
"RM 199,000","Suria Kinrara, Bandar Kinrara","Service Residence For Sale, listed 20 hours ago",712,3,2,Leasehold,https://www.mudah.my/full-loan-suria-kinrara-apartment-okr-taman-kinrara-puchong-111271307.htm,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Jogging Track"
"RM 230,000","Menara Geno, Subang Jaya","Apartment For Sale, listed 20 hours ago",500,2,1,Leasehold,https://www.mudah.my/menara-geno-500sqft-below-market-investment-subang-jaya-111177686.htm,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall"
"RM 285,000","Pandan Mewah Heights Condominium, Cheras","Condominium For Sale, listed 20 hours ago",965,3,2,Leasehold,https://www.mudah.my/pandan-mewah-heights-condominium-best-deal-strategic-location-ampang-110121590.htm,"Parking, Security, Lift, Playground"
"RM 350,000","Selayang, Selangor","New Condominium For Sale, listed 20 hours ago","1,190",5,4,Leasehold,https://www.mudah.my/selayang-heights-serviced-apartment-111271031.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart"
"RM 590,000","Suriamas, Bandar Sunway","Condominium For Sale, listed 20 hours ago","1,247",4,2,Leasehold,https://www.mudah.my/suriamas-condominium-bandar-sunway-pj-2-parking-111271037.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Club house, Jogging Track"
"RM 240,000","Vista Lavender, Bandar Kinrara","Apartment For Sale, listed 20 hours ago",860,3,2,Leasehold,https://www.mudah.my/renovated-vista-lavender-apartment-seksyen-3-taman-kinrara-puchong-111271162.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track"
"RM 297,000","Fortune Park, Seri Kembangan","Service Residence For Auction, listed 20 hours ago","1,109",3,1,Leasehold,https://www.mudah.my/pangsapuri-suria-perdana-fortune-park-5-min-to-the-mines-111270983.htm,"Security, Lift, Swimming Pool, Playground, Gymnasium"
"RM 235,000","Cyberia SmartHomes, Cyberjaya","Condominium For Sale, listed 20 hours ago",929,3,2,Freehold,https://www.mudah.my/best-rent-at-below-value-cyberia-smarthome-condo-0-down-cyberjaya-110820005.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 125,000","Taman Cheras Mas, Cheras","Flat For Sale, listed 20 hours ago",506,2,1,Freehold,https://www.mudah.my/taman-cheras-mas-flat-111271060.htm,Parking
"RM 150,000","Pangsapuri Raya (Bandar Country Homes), Rawang","Apartment For Sale, listed 20 hours ago",800,3,2,Freehold,https://www.mudah.my/raya-apartment-bandar-country-homes-rawang-74299080.htm,"Parking, Security"
"RM 200,000","Taman Orkid Shop Apartment Batu 9 Cheras, Cheras","Apartment For Sale, listed 20 hours ago",790,3,1,Freehold,https://www.mudah.my/taman-orkid-cheras-sering-akasia-tiles-flooring-freehold-for-sale-111271054.htm,"Parking, Jogging Track"
"RM 229,000","Pangsapuri Saujana Permai 1, Kajang","Apartment For Sale, listed 20 hours ago",786,3,2,Freehold,https://www.mudah.my/pangsapuri-saujana-permai-1-apartment-prima-saujana-untung-beli-110873733.htm,"Parking, Security"
"RM 220,000","Kemuning Aman, Shah Alam","Apartment For Sale, listed 20 hours ago",736,3,2,Freehold,https://www.mudah.my/100-loan-lppsa-kemuning-aman-apartment-shah-alam-0-depo-cashback50k-110100070.htm,"Parking, Security, Lift, Playground, Jogging Track"
"RM 235,000","Suria Bayu Apartment ( Taman Emas ), Dengkil","Apartment For Sale, listed 20 hours ago",950,3,2,Leasehold,https://www.mudah.my/suria-bayu-apartment-dengkil-taman-emas-100-full-loan-0-deposit-111270896.htm,"Parking, Security, Playground"
"RM 295,000","Apartment Komuter Raya, Shah Alam","Apartment For Sale, listed 20 hours ago",850,3,2,Leasehold,https://www.mudah.my/komuter-raya-seksyen-19-basic-unit-gated-guarded-community-111270778.htm,"Parking, Security, Lift, Playground"
"RM 299,000","Apartment Desa Ria, Balakong","Apartment For Sale, listed 20 hours ago",843,3,2,Freehold,https://www.mudah.my/apartment-desa-ria-balakong-100-full-loan-0-deposit-111270777.htm,"Parking, Security, Playground"
"RM 158,000","Pangsapuri Seri Dahlia (Bdr Seri Putra), Bangi","Apartment For Sale, listed 20 hours ago",678,3,2,Freehold,https://www.mudah.my/pangsapuri-seri-dahlia-bdr-seri-putra-100-loan-0-deposit-111270775.htm,Timeout
"RM 210,000","Ascotte Boulevard, Semenyih","Service Residence For Sale, listed 20 hours ago","1,051",3,2,Freehold,https://www.mudah.my/ascotte-boulevard-semenyih-1051sqft-2-carpark-100-loan-0-deposit-110868799.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track"
"RM 307,800","Mentari Court, Petaling Jaya","Apartment For Auction, listed 20 hours ago",775,3,1,Leasehold,https://www.mudah.my/mentari-court-in-petaling-jaya-111270831.htm,"Lift, Swimming Pool, Playground"
"RM 210,000","Pangsapuri Orkid, Shah Alam","Apartment For Sale, listed 20 hours ago",828,3,2,Freehold,https://www.mudah.my/pangsapuri-orkid-u5-shah-alam-100-loan-0-deposit-111270672.htm,"Parking, Playground"
"RM 185,000","Desa Mentari, Petaling Jaya","Apartment For Sale, listed 20 hours ago",650,3,2,Leasehold,https://www.mudah.my/level-4-apartment-desa-mentari-blok-2-petaling-jaya-price-nego-110402865.htm,"Lift, Playground, Minimart, Jogging Track"
"RM 375,000","One Damansara, Damansara Damai","Condominium For Sale, listed 20 hours ago","1,012",3,2,Leasehold,https://www.mudah.my/4-units-one-damansara-condo-1012sqft-damansara-damai-58296624.htm,Timeout
"RM 280,000","Sentrovue, Puncak Alam","Service Residence For Sale, listed 20 hours ago",842,3,2,Leasehold,https://www.mudah.my/level-3-blok-a-apartment-sentrovue-puncak-alam-for-sale-nego-110404240.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Jogging Track"
"RM 250,000","Sri Gotong Apartment, Batu Caves","Apartment For Sale, listed 20 hours ago",816,3,2,Leasehold,https://www.mudah.my/end-lot-renovated-sri-gotong-apartment-batu-caves-90096017.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart"
"RM 315,000","Seri Jati Apartment (Shah Alam), Shah Alam","Apartment For Sale, listed 20 hours ago",813,3,2,Freehold,https://www.mudah.my/pangsapuri-seri-jati-jln-setia-gemilang-setia-alam-free-3-air-cond-111270806.htm,Timeout
"RM 175,000","Pandan Mewah, Ampang","Flat For Sale, listed 2 weeks ago",764,3,2,Leasehold,https://www.mudah.my/rumah-untuk-dijual-pandan-mewah-ampang-750sf-block-c7-tingkat-3-111092317.htm,"Parking, Jogging Track"
"RM 330,000","Residensi Zamrud @ Kajang, Kajang","Condominium For Sale, listed 4 hours ago","1,045",3,2,Freehold,https://www.mudah.my/residensi-zamrud-kajang-renovate-111014753.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium"
"RM 365,000","Pacific Place, Ara Damansara","Service Residence For Sale, listed 18 hours ago",697,2,1,Leasehold,https://www.mudah.my/pj-ara-damansara-next-lrt-mall-above-shop-lot-full-furnished-111201365.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track"
"RM 135,000","Ivory Residence, Kajang","Apartment For Sale, listed 21 hours ago",790,2,1,Freehold,https://www.mudah.my/kajang-city-height-apartment-with-lift-sungai-chua-kajang-berbaloi-110131220.htm,Lift
"RM 165,000","Kajang City Height Apartment, Kajang","Apartment For Sale, listed 21 hours ago",833,3,2,Freehold,https://www.mudah.my/city-height-apartment-kajang-w-lift-n-pool-1-2km-to-mrt-jual-murah-110698434.htm,"Parking, Security, Lift, Swimming Pool, Playground"
"RM 360,000","Gardenville Townvilla, Selayang","Apartment For Sale, listed 21 hours ago","1,130",3,2,Leasehold,https://www.mudah.my/end-lot-1st-floor-renovated-andari-townvilla-selayang-heights-103548574.htm,"Security, Swimming Pool, Playground, Gymnasium, Club house"
"RM 299,000","Unipark Condominium, Kajang","Condominium For Sale, listed 21 hours ago","1,062",3,2,Freehold,https://www.mudah.my/100-loan-lppsa-unipark-condo-uniten-kajang-murah-0-depo-cashback50k-111169316.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Jogging Track, Tennis Court"
"RM 299,000","Residensi Adelia, Kajang","Condominium For Sale, listed 21 hours ago","1,082",3,3,Freehold,https://www.mudah.my/100-loan-lppsa-residensi-adelia-bangi-kajang-2park-0-depo-cashbk50k-111027287.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Club house, Squash Court"
"RM 265,000","Tiara ParkHomes, Kajang","Condominium For Sale, listed 21 hours ago",934,3,2,Freehold,https://www.mudah.my/100-loan-lppsa-tiara-parkhomes-kajang-murah-0-depo-2park-cashback50k-111219406.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track"
"RM 310,000","Savanna Executive Suites, Bangi","Service Residence For Sale, listed 21 hours ago",956,3,2,Freehold,https://www.mudah.my/100-loan-lppsa-savanna-executive-suites-dengkil-2parking-cashback50k-110883863.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall"
"RM 250,000","Apartment Bayu, Damansara Damai","Apartment For Sale, listed 21 hours ago",850,3,2,Leasehold,https://www.mudah.my/3rd-floor-bayu-apartment-850sqft-damansara-damai-103042242.htm,Timeout
"RM 300,000","Saraka Apartment, Puchong","Condominium For Sale, listed 21 hours ago",900,3,2,Freehold,https://www.mudah.my/saraka-apartment-renovated-freehold-near-park-900sf-wawasan-puchong-110479632.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium"
"RM 418,000","The Zizz, Damansara Damai","Service Residence For Sale, listed 21 hours ago",742,3,2,Leasehold,https://www.mudah.my/2-different-the-zizz-condominium-damansara-damai-petaling-jaya-97049569.htm,Gymnasium
"RM 460,000","V-Residensi 2, Shah Alam","Service Residence For Sale, listed 21 hours ago","1,124",3,2,Freehold,https://www.mudah.my/shah-alam-v-residenci-2-end-lot-facing-pool-view-facing-swimming-pool-111270594.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 279,000","Hijauan Heights, Kajang","Apartment For Sale, listed 21 hours ago","1,147",3,2,Freehold,https://www.mudah.my/hijauan-heights-apartment-kajang-1-147sqft-nr-ukm-no-10-deposit-110222536.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall"
"RM 185,000","Pangsapuri Selangorku Kayangan, Semenyih","Apartment For Sale, listed 21 hours ago",750,3,2,Freehold,https://www.mudah.my/pangsapuri-d-kayangan-setia-ecohill-semenyih-100-loan-0-deposit-111150314.htm,"Parking, Security, Playground"
"RM 245,000","Pangsapuri Damai (Subang Bestari), Subang Bestari","Apartment For Sale, listed 21 hours ago",856,3,2,Leasehold,https://www.mudah.my/pangsapuri-damai-subang-bestari-856sqft-100-full-loan-0-deposit-110029415.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall"
"RM 190,000","D'Kristal, Semenyih","Apartment For Sale, listed 21 hours ago",810,3,2,Freehold,https://www.mudah.my/renovated-pangsapuri-d-kristal-ecohill-semenyih-100-full-loan-109248509.htm,"Parking, Lift, Playground, Jogging Track"
"RM 240,000","Palma Puteri, Kota Damansara","Apartment For Sale, listed 21 hours ago",850,3,2,Leasehold,https://www.mudah.my/1k-booking-palma-puteri-3r2b-below-mv-reno-unit-in-kota-damansara-111270309.htm,"Parking, Security, Playground"
