Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Tenure,URL,Facilities
"RM 210,000","Pangsapuri Orkid, Shah Alam","Apartment For Sale, listed 20 hours ago",828,3,2,Freehold,https://www.mudah.my/pangsapuri-orkid-u5-shah-alam-100-loan-0-deposit-111270672.htm,"Parking, Playground"
"RM 185,000","Desa Mentari, Petaling Jaya","Apartment For Sale, listed 20 hours ago",650,3,2,Leasehold,https://www.mudah.my/level-4-apartment-desa-mentari-blok-2-petaling-jaya-price-nego-110402865.htm,"Lift, Playground, Minimart, Jogging Track"
"RM 375,000","One Damansara, Damansara Damai","Condominium For Sale, listed 20 hours ago","1,012",3,2,Leasehold,https://www.mudah.my/4-units-one-damansara-condo-1012sqft-damansara-damai-58296624.htm,Timeout
"RM 280,000","Sentrovue, Puncak Alam","Service Residence For Sale, listed 20 hours ago",842,3,2,Leasehold,https://www.mudah.my/level-3-blok-a-apartment-sentrovue-puncak-alam-for-sale-nego-110404240.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Jogging Track"
"RM 250,000","Sri Gotong Apartment, Batu Caves","Apartment For Sale, listed 20 hours ago",816,3,2,Leasehold,https://www.mudah.my/end-lot-renovated-sri-gotong-apartment-batu-caves-90096017.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart"
"RM 315,000","Seri Jati Apartment (Shah Alam), Shah Alam","Apartment For Sale, listed 20 hours ago",813,3,2,Freehold,https://www.mudah.my/pangsapuri-seri-jati-jln-setia-gemilang-setia-alam-free-3-air-cond-111270806.htm,Timeout
"RM 175,000","Pandan Mewah, Ampang","Flat For Sale, listed 2 weeks ago",764,3,2,Leasehold,https://www.mudah.my/rumah-untuk-dijual-pandan-mewah-ampang-750sf-block-c7-tingkat-3-111092317.htm,"Parking, Jogging Track"
"RM 330,000","Residensi Zamrud @ Kajang, Kajang","Condominium For Sale, listed 4 hours ago","1,045",3,2,Freehold,https://www.mudah.my/residensi-zamrud-kajang-renovate-111014753.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium"
"RM 365,000","Pacific Place, Ara Damansara","Service Residence For Sale, listed 18 hours ago",697,2,1,Leasehold,https://www.mudah.my/pj-ara-damansara-next-lrt-mall-above-shop-lot-full-furnished-111201365.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track"
"RM 135,000","Ivory Residence, Kajang","Apartment For Sale, listed 21 hours ago",790,2,1,Freehold,https://www.mudah.my/kajang-city-height-apartment-with-lift-sungai-chua-kajang-berbaloi-110131220.htm,Lift
"RM 165,000","Kajang City Height Apartment, Kajang","Apartment For Sale, listed 21 hours ago",833,3,2,Freehold,https://www.mudah.my/city-height-apartment-kajang-w-lift-n-pool-1-2km-to-mrt-jual-murah-110698434.htm,"Parking, Security, Lift, Swimming Pool, Playground"
"RM 360,000","Gardenville Townvilla, Selayang","Apartment For Sale, listed 21 hours ago","1,130",3,2,Leasehold,https://www.mudah.my/end-lot-1st-floor-renovated-andari-townvilla-selayang-heights-103548574.htm,"Security, Swimming Pool, Playground, Gymnasium, Club house"
"RM 299,000","Unipark Condominium, Kajang","Condominium For Sale, listed 21 hours ago","1,062",3,2,Freehold,https://www.mudah.my/100-loan-lppsa-unipark-condo-uniten-kajang-murah-0-depo-cashback50k-111169316.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Jogging Track, Tennis Court"
"RM 299,000","Residensi Adelia, Kajang","Condominium For Sale, listed 21 hours ago","1,082",3,3,Freehold,https://www.mudah.my/100-loan-lppsa-residensi-adelia-bangi-kajang-2park-0-depo-cashbk50k-111027287.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Club house, Squash Court"
"RM 265,000","Tiara ParkHomes, Kajang","Condominium For Sale, listed 21 hours ago",934,3,2,Freehold,https://www.mudah.my/100-loan-lppsa-tiara-parkhomes-kajang-murah-0-depo-2park-cashback50k-111219406.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track"
"RM 310,000","Savanna Executive Suites, Bangi","Service Residence For Sale, listed 21 hours ago",956,3,2,Freehold,https://www.mudah.my/100-loan-lppsa-savanna-executive-suites-dengkil-2parking-cashback50k-110883863.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall"
"RM 250,000","Apartment Bayu, Damansara Damai","Apartment For Sale, listed 21 hours ago",850,3,2,Leasehold,https://www.mudah.my/3rd-floor-bayu-apartment-850sqft-damansara-damai-103042242.htm,Timeout
"RM 300,000","Saraka Apartment, Puchong","Condominium For Sale, listed 21 hours ago",900,3,2,Freehold,https://www.mudah.my/saraka-apartment-renovated-freehold-near-park-900sf-wawasan-puchong-110479632.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium"
"RM 418,000","The Zizz, Damansara Damai","Service Residence For Sale, listed 21 hours ago",742,3,2,Leasehold,https://www.mudah.my/2-different-the-zizz-condominium-damansara-damai-petaling-jaya-97049569.htm,Gymnasium
"RM 460,000","V-Residensi 2, Shah Alam","Service Residence For Sale, listed 21 hours ago","1,124",3,2,Freehold,https://www.mudah.my/shah-alam-v-residenci-2-end-lot-facing-pool-view-facing-swimming-pool-111270594.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 279,000","Hijauan Heights, Kajang","Apartment For Sale, listed 21 hours ago","1,147",3,2,Freehold,https://www.mudah.my/hijauan-heights-apartment-kajang-1-147sqft-nr-ukm-no-10-deposit-110222536.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall"
"RM 185,000","Pangsapuri Selangorku Kayangan, Semenyih","Apartment For Sale, listed 21 hours ago",750,3,2,Freehold,https://www.mudah.my/pangsapuri-d-kayangan-setia-ecohill-semenyih-100-loan-0-deposit-111150314.htm,"Parking, Security, Playground"
"RM 245,000","Pangsapuri Damai (Subang Bestari), Subang Bestari","Apartment For Sale, listed 21 hours ago",856,3,2,Leasehold,https://www.mudah.my/pangsapuri-damai-subang-bestari-856sqft-100-full-loan-0-deposit-110029415.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall"
"RM 190,000","D'Kristal, Semenyih","Apartment For Sale, listed 21 hours ago",810,3,2,Freehold,https://www.mudah.my/renovated-pangsapuri-d-kristal-ecohill-semenyih-100-full-loan-109248509.htm,"Parking, Lift, Playground, Jogging Track"
"RM 240,000","Palma Puteri, Kota Damansara","Apartment For Sale, listed 21 hours ago",850,3,2,Leasehold,https://www.mudah.my/1k-booking-palma-puteri-3r2b-below-mv-reno-unit-in-kota-damansara-111270309.htm,"Parking, Security, Playground"
"RM 250,000","Venice Hill, Cheras","Condominium For Sale, listed 21 hours ago","1,513",3,2,Freehold,https://www.mudah.my/venice-hill-spacious-and-nice-unit-1k-booking-only-100-loan-111270308.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Minimart"
"RM 145,000","Pangsapuri Seroja @ Setia Alam, Shah Alam","Apartment For Sale, listed 21 hours ago",650,3,2,Freehold,https://www.mudah.my/below-mv-pangsapuri-seroja-3r2b-1k-booking-nice-unit-in-setia-alam-111270307.htm,Timeout
"RM 278,000","Ayers Tower, Ampang","Condominium For Sale, listed 21 hours ago","1,206",2,2,Leasehold,https://www.mudah.my/ayers-tower-ampang-good-condition-100-loan-0-deposit-111270421.htm,"Parking, Security, Lift, Swimming Pool, Gymnasium, Sauna, Barbeque area, Tennis Court"
"RM 185,000","Apartment Permai (Damansara Damai), Damansara Damai","Apartment For Sale, listed 21 hours ago",678,3,2,Leasehold,https://www.mudah.my/damansara-damai-apartment-permai-2nd-floor-unit-for-sale-109019481.htm,"Parking, Security, Playground, Gymnasium, Minimart"
"RM 300,000","Desa Tanjung Apartment, Puchong","Apartment For Sale, listed 21 hours ago",871,3,2,Freehold,https://www.mudah.my/ground-floor-desa-tanjung-apartment-pusat-bandar-puchong-wawasan-109008635.htm,"Parking, Playground, Barbeque area, Minimart"
"RM 240,000","Juta Mines, Seri Kembangan","Condominium For Sale, listed 21 hours ago",901,3,2,Leasehold,https://www.mudah.my/100-loan-lppsa-juta-mines-condo-seri-kembangan-0-deposit-cashback50k-111254917.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track, Tennis Court"
"RM 199,000","Residensi Melor, Bangi","Apartment For Sale, listed 21 hours ago",750,3,2,Leasehold,https://www.mudah.my/100-fuloan-lppsa-pangsapuri-melor-bangi-kajang-0-deposit-cashback50k-110932108.htm,"Parking, Security, Lift"
"RM 250,000","Sentrovue, Puncak Alam","Service Residence For Sale, listed 21 hours ago",980,3,2,Leasehold,https://www.mudah.my/below-price-apartment-for-sale-at-puncak-alam-111270177.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall"
"RM 230,000","Embun Residence, Kajang","Townhouse Condo For Sale, listed 21 hours ago","1,185",3,2,Freehold,https://www.mudah.my/100-loan-lppsa-embun-residence-kajang-0-depo-2parking-cashback50k-110862156.htm,"Parking, Security, Swimming Pool, Playground, Jogging Track"
"RM 220,000","Lakeview Apartments, Selayang","Apartment For Sale, listed 21 hours ago",870,3,2,Leasehold,https://www.mudah.my/lakeview-apartment-batu-caves-jawa-perwira-100-loan-0-deposit-111011538.htm,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Jogging Track"
"RM 200,000","Sri Melor Apartment, Ampang","Apartment For Sale, listed 21 hours ago",800,3,2,Leasehold,https://www.mudah.my/sri-melor-apartment-ukay-perdana-ampang-100-full-loan-0-deposit-109677715.htm,"Parking, Security, Playground, Minimart"
"RM 275,000","Alam Idaman, Shah Alam","Service Residence For Sale, listed 21 hours ago",807,2,2,Freehold,https://www.mudah.my/alam-idaman-condo-shah-alam-seksyen-22-100-full-loan-0-deposit-107620017.htm,Timeout
"RM 850,000","The Boulevard (Subang), Subang Jaya","Condominium For Sale, listed 21 hours ago","2,156",5,4,Leasehold,https://www.mudah.my/below-market-the-boulevard-persiaran-wangsa-baiduri-subang-jaya-108336233.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 220,000","Pangsapuri Desa Mas (Rawang), Rawang","Apartment For Sale, listed 21 hours ago",750,3,2,Leasehold,https://www.mudah.my/nice-lift-desa-mas-apartment-t1-bandar-countrt-homes-rawang-110538093.htm,"Parking, Security, Lift"
"RM 450,000","Cyber Heights Villa, Cyberjaya","Apartment For Sale, listed 21 hours ago","1,219",3,2,Freehold,https://www.mudah.my/1st-floor-renovated-unit-cyber-heights-villa-apartment-cyberjaya-111196670.htm,"Parking, Security, Playground"
"RM 160,000","Pangsapuri Sri Mutiara, Ampang","Apartment For Sale, listed 21 hours ago",650,3,2,Freehold,https://www.mudah.my/tingkat-3-rumah-flat-sri-mutiara-100-loan-taman-ukay-bistari-110266543.htm,"Parking, Lift, Playground, Multipurpose hall, Jogging Track"
"RM 145,000","Sri Dahlia Apartment, Bandar Puteri Puchong","Apartment For Sale, listed 21 hours ago",678,3,2,Freehold,https://www.mudah.my/sri-dahlia-apartment-100-loan-tingkat-3-bandar-puteri-puchong-105105910.htm,"Parking, Security, Playground, Minimart, Jogging Track"
"RM 280,000","De Bayu Apartment, Setia Alam","Apartment For Sale, listed 21 hours ago",900,3,2,Freehold,https://www.mudah.my/100-loan-lppsa-pangsapuri-de-bayu-setia-alam-2park-murah-cashback50k-108345683.htm,"Parking, Security, Lift, Swimming Pool, Playground, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 265,000","Nilam Puri Condominium, Puchong","Condominium For Sale, listed 21 hours ago",915,3,2,Freehold,https://www.mudah.my/nilam-puri-condo-bukit-puchong-915sqft-100-full-loan-0-deposit-108916497.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 315,000","Banjaria Court, Batu Caves","Condominium For Sale, listed 21 hours ago",991,3,2,Leasehold,https://www.mudah.my/banjaria-court-gombak-991sqft-gombak-100-full-loan-0-deposit-106046227.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Club house"
"RM 300,000","Unipark Condominium, Kajang","Condominium For Sale, listed 21 hours ago","1,062",3,2,Freehold,https://www.mudah.my/unipark-condo-bangi-kajang-1062sqft-100-full-loan-0-deposit-110869467.htm,"Parking, Security, Lift, Swimming Pool, Gymnasium, Tennis Court"
"RM 220,000","Kemuning Aman, Shah Alam","Apartment For Sale, listed 21 hours ago",762,3,2,Freehold,https://www.mudah.my/pangsapuri-kemuning-aman-shah-alam-100-full-loan-0-deposit-110610654.htm,Timeout
"RM 300,000","Ehsan Residence @ Sepang, Sepang","Condominium For Sale, listed 21 hours ago","1,135",4,2,Freehold,https://www.mudah.my/ehsan-residence-sepang-1135sqft-2-carpark-100-loan-0-deposit-111196851.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house"
"RM 359,999","Savanna Executive Suites, Bangi","Service Residence For Sale, listed 21 hours ago",956,3,2,Freehold,https://www.mudah.my/savanna-executive-suite-southville-city-bangi-partly-furnished-mid-flr-111122993.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall"
"RM 225,000","3 Elements, Seri Kembangan","Service Residence For Sale, listed 3 weeks ago",531,1,1,Leasehold,https://www.mudah.my/3-elements-seri-kembangan-studio-below-mark-price-110954072.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall"
"RM 350,000","Pangsapuri Saujana Gombak, Batu Caves","Condominium For Sale, listed 2 days ago",916,3,2,Leasehold,https://www.mudah.my/bersama-perabot-psangsapuri-saujana-gombak-110878808.htm,"Parking, Security, Lift, Swimming Pool, Playground"
"RM 220,000","One Selayang, Gombak","Apartment For Sale, listed 6 days ago",850,3,2,Leasehold,https://www.mudah.my/level-3-good-location-good-condition-urgent-to-sell-850sqft-111196338.htm,"Parking, Security"
"RM 82,000","Apartment Seri Bakawali, Bukit Beruntung","Apartment For Sale, listed 21 hours ago",650,3,1,Freehold,https://www.mudah.my/ground-floor-apartment-seri-bakawali-bukit-sentosa-rawang-108150656.htm,Parking
"RM 215,000","Kiambang Apartment, Puchong","Apartment For Sale, listed 21 hours ago",790,3,2,Leasehold,https://www.mudah.my/ground-floor-kiambang-apartment-taman-putra-perdana-puchong-3r2b-790sf-110049288.htm,"Parking, Security, Playground"
"RM 270,000","De Kiara, Setia Alam","Apartment For Sale, listed 21 hours ago",818,3,2,Freehold,https://www.mudah.my/actual-price-pangsapuri-de-kiara-setia-alam-2park-100-fulloan-lppsa-108435734.htm,"Parking, Security, Lift, Swimming Pool, Playground, Jogging Track"
"RM 250,000","Pangsapuri Suria Permai, Seri Kembangan","Apartment For Sale, listed 21 hours ago",840,3,2,Leasehold,https://www.mudah.my/actual-price-suria-permai-apartment-seri-kembangan-100-loan-lppsa-108435568.htm,"Parking, Security, Lift, Playground, Minimart, Jogging Track"
"RM 350,000","Kelana Puteri, Petaling Jaya","Condominium For Sale, listed 21 hours ago","1,036",3,2,Leasehold,https://www.mudah.my/high-floor-nice-view-carpark-near-lift-kelana-puteri-condo-95495040.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Squash Court"
"RM 255,000","D'Cerrum Apartment, Semenyih","Apartment For Sale, listed 21 hours ago",947,3,2,Freehold,https://www.mudah.my/actual-price-pangsapuri-d-cerrum-semenyih-lppsa-2park-100-full-loan-107687045.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Jogging Track"
"RM 245,000","Bandar Sunway, Selangor","Apartment For Sale, listed 21 hours ago",771,3,2,Leasehold,https://www.mudah.my/tinggi-cashback-mentari-court-apartment-bandar-sunway-111269843.htm,"Parking, Security, Lift, Swimming Pool, Playground"
"RM 250,000","Kajang, Selangor","New Condominium For Sale, listed 21 hours ago","1,200",4,3,Freehold,https://www.mudah.my/kajang-new-launch-condo-freehold-0-downpayment-free-all-legal-fee-111269841.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 140,000","Apartment Minang Ria, Cheras","Apartment For Sale, listed 21 hours ago",650,3,2,Freehold,https://www.mudah.my/tingkat-2-apartment-minang-ria-100-loan-below-harga-cheras-106164209.htm,"Parking, Security, Playground, Minimart, Jogging Track"
"RM 512,800","Bandar Sunway, Selangor","Condominium For Sale, listed 21 hours ago",800,2,2,Freehold,https://www.mudah.my/350unit-walking-2-school-restaurant-mrt-furnished-5min-midvalley-111269664.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Jogging Track"
"RM 190,000","Mount Karunmas, Seri Kembangan","Condominium For Sale, listed 21 hours ago",860,3,2,Leasehold,https://www.mudah.my/100-loan-mount-karunmas-kondo-fully-reno-below-harga-balakong-108329893.htm,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Jogging Track"
"RM 138,000","Pangsapuri Seri Nilam (Ampang), Ampang","Flat For Sale, listed 21 hours ago",650,3,2,Leasehold,https://www.mudah.my/100-loan-pangsapuri-seri-nilam-below-harga-bandar-baru-ampang-105321739.htm,"Parking, Lift, Playground, Minimart, Multipurpose hall, Jogging Track"
"RM 120,000","Pangsapuri Taman Muhibbah (Seri Kembangan), Seri Kembangan","Flat For Sale, listed 21 hours ago",560,2,1,Freehold,https://www.mudah.my/taman-muhibbah-apartment-seri-kembangan-100-loan-back-98468178.htm,"Parking, Playground, Minimart, Jogging Track"
"RM 75,000","Rumah Pangsa Mewah Indah, Kajang","Flat For Sale, listed 21 hours ago",540,2,1,Leasehold,https://www.mudah.my/flat-taman-mewah-indah-tingkat-3-0-d-payment-100-loan-kajang-97903548.htm,"Parking, Playground, Minimart, Jogging Track"
"RM 550,000","D'Pines @ Ampang, Ampang","Condominium For Sale, listed 21 hours ago","1,198",3,2,Leasehold,https://www.mudah.my/d-pines-ampang-kuala-lumpur-111269815.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Jogging Track"
"RM 425,000","Petaling Jaya, Selangor","Condominium For Sale, listed 21 hours ago",957,3,2,Freehold,https://www.mudah.my/pj-south-freehold-condo-rm4xxk-only-get-3rooms-2bath-cashback-111193155.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 400,000","Maisson Ara Damansara, Ara Damansara","Service Residence For Sale, listed 21 hours ago",675,1,1,Freehold,https://www.mudah.my/sale-maisson-unit-at-ara-damansara-with-most-cheaper-price-111089622.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Jogging Track, Squash Court"
"RM 475,000","Sri Mahligai, Shah Alam","Townhouse Condo For Sale, listed 22 hours ago","1,938",4,4,Leasehold,https://www.mudah.my/1-938-sq-ft-spacious-townhouse-sri-mahligai-seksyen-9-shah-alam-110188769.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Club house"
"RM 115,000","Pangsapuri Seri Pulai, Puchong","Apartment For Sale, listed 22 hours ago",660,3,2,Freehold,https://www.mudah.my/50k-back-pangsapuri-seri-pulai-taman-puchong-hartamas-puchong-99277165.htm,"Parking, Playground, Minimart, Multipurpose hall, Jogging Track"
"RM 175,000","Pangsapuri Seroja (Puchong Indah), Puchong","Apartment For Sale, listed 22 hours ago",667,3,2,Freehold,https://www.mudah.my/tingkat-1-pangsapuri-seroja-100-loan-taman-puchong-indah-puchong-110362806.htm,"Parking, Playground, Barbeque area, Multipurpose hall, Jogging Track"
"RM 399,000","Apartment Putra 1, Bangi","Apartment For Sale, listed 22 hours ago","1,033",3,2,Freehold,https://www.mudah.my/apartment-putra-1-bandar-seri-putra-kajang-111269520.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall"
"RM 165,000","Taman Bukit Hatamas, Cheras","Apartment For Sale, listed 22 hours ago",650,3,2,Leasehold,https://www.mudah.my/1st-floor-apartment-taman-bukit-hatamas-100-loan-cheras-111269466.htm,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall, Jogging Track"
"RM 130,000","Taman Sri Murni Fasa 1, Selayang","Condominium For Sale, listed 22 hours ago",550,2,1,Leasehold,https://www.mudah.my/tingkat-2-lift-flat-taman-sri-murni-pasar-selayang-batu-caves-109795898.htm,"Parking, Security, Swimming Pool, Minimart"
"RM 140,000","Kajang City Height Apartment, Kajang","Apartment For Sale, listed 22 hours ago",650,2,1,Freehold,https://www.mudah.my/below-harga-flat-city-height-100-loan-taman-sungai-chua-kajang-108675281.htm,"Parking, Lift, Playground, Minimart, Jogging Track"
"RM 210,000","Flat PKNS Seksyen 7 Shah Alam, Shah Alam","Flat For Sale, listed 22 hours ago",750,3,2,Leasehold,https://www.mudah.my/rumah-flat-pkns-seksyen-7-shah-alam-100-loan-below-harga-shah-alam-109695693.htm,"Parking, Playground, Multipurpose hall, Jogging Track"
"RM 350,000","Tiara Duta, Ampang","Condominium For Sale, listed 22 hours ago","1,033",3,2,Leasehold,https://www.mudah.my/tiara-duta-condo-ampang-1033sqft-renovated-100-loan-0-deposit-110840464.htm,"Parking, Security, Swimming Pool, Playground, Barbeque area, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 240,000","De Cendana, Setia Alam","Apartment For Sale, listed 22 hours ago",750,3,2,Freehold,https://www.mudah.my/de-cendana-apartment-setia-alam-renovated-100-loan-0-deposit-110997977.htm,"Parking, Security, Playground, Multipurpose hall"
"RM 225,000","Vista Pinggiran, Seri Kembangan","Apartment For Sale, listed 22 hours ago",815,3,2,Leasehold,https://www.mudah.my/vista-pinggiran-apartment-seri-kembangan-815sqft-100-loan-0-depo-110488694.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart"
"RM 240,000","Suria Mewah Residensi, Semenyih","Apartment For Sale, listed 22 hours ago","1,000",4,2,Freehold,https://www.mudah.my/suria-mewah-residensi-semenyih-1000sqft-2-carpark-100-loan-0-depo-111074384.htm,"Parking, Security, Lift, Playground, Multipurpose hall"
"RM 520,000","Resilion Residence, Cheras","Condominium For Sale, listed 22 hours ago","1,199",3,2,Freehold,https://www.mudah.my/new-unit-resilion-residence-mahkota-cheras-108690321.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track"
"RM 300,000","Radius Residence, Batu Caves","Apartment For Sale, listed 22 hours ago",916,3,2,Leasehold,https://www.mudah.my/radius-residence-selayang-batu-caves-111129605.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall"
"RM 360,000","MIRAI Residences, Kajang","Service Residence For Sale, listed 22 hours ago",840,3,2,Freehold,https://www.mudah.my/mirai-residence-kajang-partly-furnished-111184492.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track"
"RM 120,000","Melur Apartment (Bandar Kinrara), Puchong","Apartment For Sale, listed 22 hours ago",650,3,2,Freehold,https://www.mudah.my/pangsapuri-melur-100-loan-below-harga-taman-bukit-kinrara-puchong-105441942.htm,"Security, Playground, Minimart, Multipurpose hall, Jogging Track"
"RM 210,000","Puchong, Selangor","Apartment For Sale, listed 22 hours ago",750,3,2,Leasehold,https://www.mudah.my/1st-floor-apartment-taman-kinrara-seksyen-2-puchong-jalan-klang-lama-108850137.htm,"Parking, Security, Multipurpose hall, Jogging Track"
"RM 110,000","Taman Putra Budiman Flat, Seri Kembangan","Apartment For Sale, listed 22 hours ago",660,3,2,Leasehold,https://www.mudah.my/pangsapuri-taman-putra-budiman-100-loan-0-d-payment-below-harga-99276049.htm,"Parking, Playground, Multipurpose hall, Jogging Track"
"RM 210,000","Taman Kinrara Section 2 Apartment, Bandar Kinrara","Apartment For Sale, listed 22 hours ago",750,3,2,Leasehold,https://www.mudah.my/tingkat-1-apartment-taman-kinrara-seksyen-2-jalan-klang-lama-puchong-108795404.htm,"Parking, Security, Multipurpose hall, Jogging Track"
"RM 235,000","D'Camellia @ Setia Ecohill, Kajang","Condominium For Sale, listed 22 hours ago",860,3,2,Freehold,https://www.mudah.my/100-loan-lppsa-d-camellia-apartment-semenyih-0-depo-2park-cashbk50k-107781008.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall"
"RM 230,000","Pangsapuri Seri Mawar, Bangi","Apartment For Sale, listed 22 hours ago",723,3,2,Freehold,https://www.mudah.my/freehold-pangsapuri-seri-mawar-bandar-seri-putra-kajang-111269578.htm,"Parking, Security, Lift, Playground"
"RM 230,000","D'Cassia Apartment, Semenyih","Apartment For Sale, listed 22 hours ago",850,3,2,Freehold,https://www.mudah.my/100-loan-lppsa-pangsapuri-d-cassia-semenyih-murah-2park-cashback50k-110862009.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Jogging Track"
"RM 170,000","Putra Permai Block A, Seri Kembangan","Apartment For Sale, listed 22 hours ago",667,3,1,Leasehold,https://www.mudah.my/1st-floor-strata-putra-permai-apartment-putra-permai-seri-kembangan-110593570.htm,"Parking, Security, Playground, Barbeque area, Minimart, Multipurpose hall, Jogging Track"
"RM 350,000","Pangsapuri Saujana Gombak, Batu Caves","Condominium For Sale, listed 2 days ago",916,3,2,Leasehold,https://www.mudah.my/bersama-perabot-psangsapuri-saujana-gombak-110878808.htm,"Parking, Security, Lift, Swimming Pool, Playground"
"RM 380,000","Ampang Boulevard, Ampang","Condominium For Sale, listed 1 week ago",964,3,2,Leasehold,https://www.mudah.my/pool-view-ampang-boulevard-condominium-for-sale-108278304.htm,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Minimart, Multipurpose hall, Jogging Track"
"RM 239,000","Cheras, Selangor","Condominium For Sale, listed 3 days ago",550,2,1,Freehold,https://www.mudah.my/lelong-unit-50m-to-mrt-freehold-1st-home-full-loan-cheras-110414058.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 170,000","Ampang, Selangor","Apartment For Sale, listed 22 hours ago",650,3,2,Leasehold,https://www.mudah.my/fully-reno-tingkat-2-sri-impian-apartment-ukay-perdana-ampang-111269439.htm,"Playground, Minimart, Multipurpose hall, Jogging Track"
"RM 252,000","D'Vine Residences, Damansara Perdana","Service Residence For Auction, listed 22 hours ago",549,2,1,Leasehold,https://www.mudah.my/residensi-rimbun-perkasa-d-vine-residences-sentral-damansara-111269433.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall"
"RM 306,000","Vista Bangi, Kajang","Service Residence For Auction, listed 22 hours ago",829,3,2,Freehold,https://www.mudah.my/freehold-vista-bangi-service-apartment-3-min-to-ukm-ktm-station-111269401.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall"
